awaypos,card_type,comment,del,elapsed,elapsed_plus,event_incident_typefk,goal_type,homepos,id,injury_time,match_id,n,pos_x,pos_y,possession,sortorder,stats,subtype,type,value
39,,61,,70,,352,,61,2561275,,3400,123,,,,1,,possession,special,
40,,60,,90,1,352,,60,2561548,,3400,154,,,,1,,possession,special,
42,,58,,23,,352,,58,2560553,,3401,36,,,,0,,possession,special,
50,,50,,45,1,352,,50,2560867,,3401,102,,,,0,,possession,special,
48,,52,,66,,352,,52,2561240,,3401,153,,,,2,,possession,special,
46,,54,,90,1,352,,54,2561571,,3401,152,,,,2,,possession,special,
39,,61,,21,,352,,61,2560507,,3402,49,,,,0,,possession,special,
44,,56,,44,,352,,56,2560830,,3402,95,,,,1,,possession,special,
42,,58,,65,,352,,58,2561218,,3402,156,,,,2,,possession,special,
45,,55,,90,,352,,55,2561543,,3402,205,,,,3,,possession,special,
40,,60,,16,,352,,60,2564744,,3403,42,,,,0,,possession,special,
44,,56,,44,,352,,56,2564818,,3403,73,,,,0,,possession,special,
52,,48,,67,,352,,48,2564903,,3403,146,,,,1,,possession,special,
42,,58,,90,4,352,,58,2564988,,3403,178,,,,3,,possession,special,
29,,71,,12,,352,,71,2560404,,3404,22,,,,0,,possession,special,
38,,62,,31,,352,,62,2560666,,3404,69,,,,0,,possession,special,
37,,63,,75,,352,,63,2561353,,3404,162,,,,0,,possession,special,
52,,48,,26,,352,,48,2563580,,3405,55,,,,0,,possession,special,
49,,51,,45,1,352,,51,2563649,,3405,124,,,,5,,possession,special,
52,,48,,66,,352,,48,2563787,,3405,250,,,,1,,possession,special,
48,,52,,90,1,352,,52,2563940,,3405,245,,,,1,,possession,special,
45,,55,,22,,352,,55,2561887,,3406,54,,,,6,,possession,special,
53,,47,,45,,352,,47,2561981,,3406,103,,,,1,,possession,special,
49,,51,,66,,352,,51,2562209,,3406,167,,,,1,,possession,special,
54,,46,,90,,352,,46,2562300,,3406,235,,,,4,,possession,special,
39,,61,,23,,352,,61,2560527,,3407,57,,,,0,,possession,special,
35,,65,,45,,352,,65,2560838,,3407,106,,,,2,,possession,special,
37,,63,,68,,352,,63,2561251,,3407,171,,,,0,,possession,special,
40,,60,,90,5,352,,60,2561621,,3407,242,,,,0,,possession,special,
42,,58,,23,,352,,58,2560530,,3408,54,,,,0,,possession,special,
49,,51,,45,,352,,51,2560841,,3408,94,,,,0,,possession,special,
46,,54,,68,,352,,54,2561270,,3408,179,,,,2,,possession,special,
44,,56,,90,5,352,,56,2561638,,3408,212,,,,0,,possession,special,
39,,61,,28,,352,,61,2573774,,3409,46,,,,1,,possession,special,
48,,52,,45,1,352,,52,2574004,,3409,145,,,,2,,possession,special,
46,,54,,70,,352,,54,2574314,,3409,160,,,,0,,possession,special,
43,,57,,90,1,352,,57,2574599,,3409,137,,,,2,,possession,special,
63,,37,,21,,352,,37,2572325,,3410,80,,,,1,,possession,special,
64,,36,,45,2,352,,36,2572545,,3410,117,,,,3,,possession,special,
58,,42,,71,,352,,42,2572767,,3410,169,,,,0,,possession,special,
56,,44,,90,6,352,,44,2572972,,3410,223,,,,1,,possession,special,
39,,61,,20,,352,,61,2573870,,3411,50,,,,4,,possession,special,
37,,63,,41,,352,,63,2574077,,3411,72,,,,1,,possession,special,
43,,57,,56,,352,,57,2574319,,3411,98,,,,0,,possession,special,
47,,53,,87,,352,,53,2574690,,3411,191,,,,0,,possession,special,
55,,45,,11,,352,,45,2573564,,3412,78,,,,1,,possession,special,
54,,46,,26,,352,,46,2573746,,3412,36,,,,1,,possession,special,
50,,50,,31,,352,,50,2573812,,3412,40,,,,2,,possession,special,
51,,49,,61,,352,,49,2574221,,3412,142,,,,0,,possession,special,
59,,41,,90,2,352,,41,2574608,,3412,236,,,,1,,possession,special,
56,,44,,90,,352,,44,2574653,,3412,218,,,,0,,possession,special,
68,,32,,22,,352,,32,2572331,,3413,58,,,,0,,possession,special,
70,,30,,43,,352,,30,2572507,,3413,96,,,,4,,possession,special,
70,,30,,68,,352,,30,2572733,,3413,116,,,,0,,possession,special,
70,,30,,88,,352,,30,2572897,,3413,190,,,,1,,possession,special,
73,,27,,21,,352,,27,2573883,,3414,32,,,,1,,possession,special,
63,,37,,45,1,352,,37,2574100,,3414,69,,,,1,,possession,special,
68,,32,,68,,352,,32,2574455,,3414,105,,,,1,,possession,special,
68,,32,,90,,352,,32,2574701,,3414,138,,,,0,,possession,special,
60,,40,,25,,352,,40,2572356,,3415,40,,,,0,,possession,special,
,,40,1,35,,352,,,2572422,,3415,54,,,,0,,possession,special,
53,,47,,42,,352,,47,2572496,,3415,113,,,,3,,possession,special,
58,,42,,65,,352,,42,2572794,,3415,136,,,,15,,possession,special,
62,,38,,86,,352,,38,2572917,,3415,187,,,,1,,possession,special,
60,,40,,18,,352,,40,2572292,,3416,74,,,,3,,possession,special,
53,,47,,45,,352,,47,2572523,,3416,92,,,,1,,possession,special,
50,,50,,68,,352,,50,2572736,,3416,148,,,,0,,possession,special,
54,,46,,90,,352,,46,2572911,,3416,186,,,,0,,possession,special,
39,,61,,22,,352,,61,2573699,,3417,61,,,,3,,possession,special,
39,,61,,45,,352,,61,2574003,,3417,170,,,,1,,possession,special,
42,,58,,66,,352,,58,2574286,,3417,181,,,,0,,possession,special,
43,,57,,87,,352,,57,2574553,,3417,229,,,,0,,possession,special,
46,,54,,23,,352,,54,2573903,,3418,14,,,,0,,possession,special,
50,,50,,43,,352,,50,2574088,,3418,76,,,,0,,possession,special,
53,,47,,66,,352,,47,2574441,,3418,154,,,,1,,possession,special,
55,,45,,88,,352,,45,2574699,,3418,169,,,,3,,possession,special,
42,,58,,22,,352,,58,2578595,,3419,43,,,,1,,possession,special,
45,,55,,40,,352,,55,2578889,,3419,70,,,,0,,possession,special,
49,,51,,65,,352,,51,2579399,,3419,153,,,,1,,possession,special,
42,,58,,85,,352,,58,2579743,,3419,180,,,,1,,possession,special,
36,,64,,27,,352,,64,2578675,,3420,40,,,,0,,possession,special,
33,,67,,45,,352,,67,2579051,,3420,128,,,,1,,possession,special,
37,,63,,66,,352,,63,2579403,,3420,182,,,,0,,possession,special,
36,,64,,90,,352,,64,2579802,,3420,253,,,,2,,possession,special,
64,,36,,25,,352,,36,2580203,,3421,77,,,,1,,possession,special,
52,,48,,45,1,352,,48,2580345,,3421,155,,,,0,,possession,special,
60,,40,,71,,352,,40,2580543,,3421,152,,,,0,,possession,special,
64,,36,,88,,352,,36,2580624,,3421,220,,,,0,,possession,special,
51,,49,,21,,352,,49,2582790,,3422,54,,,,2,,possession,special,
51,,49,,41,,352,,49,2582875,,3422,146,,,,0,,possession,special,
55,,45,,67,,352,,45,2583115,,3422,252,,,,2,,possession,special,
51,,49,,88,,352,,49,2583270,,3422,164,,,,1,,possession,special,
49,,51,,24,,352,,51,2578646,,3423,38,,,,0,,possession,special,
45,,55,,45,,352,,55,2578984,,3423,68,,,,0,,possession,special,
46,,54,,66,,352,,54,2579473,,3423,118,,,,2,,possession,special,
57,,43,,90,,352,,43,2579856,,3423,170,,,,1,,possession,special,
46,,54,,24,,352,,54,2577838,,3424,25,,,,2,,possession,special,
49,,51,,45,,352,,51,2577924,,3424,125,,,,2,,possession,special,
40,,60,,66,,352,,60,2578044,,3424,166,,,,3,,possession,special,
48,,52,,90,3,352,,52,2578178,,3424,191,,,,2,,possession,special,
37,,63,,22,,352,,63,2578603,,3425,52,,,,1,,possession,special,
45,,55,,45,,352,,55,2578969,,3425,114,,,,0,,possession,special,
50,,50,,68,,352,,50,2579433,,3425,185,,,,0,,possession,special,
66,,34,,25,,352,,34,2581918,,3426,62,,,,1,,possession,special,
55,,45,,31,,352,,45,2581960,,3426,77,,,,2,,possession,special,
60,,40,,45,2,352,,40,2582078,,3426,25,,,,0,,possession,special,
68,,32,,63,,352,,32,2582318,,3426,113,,,,3,,possession,special,
65,,35,,83,,352,,35,2582425,,3426,179,,,,0,,possession,special,
53,,47,,23,,352,,47,2578615,,3427,45,,,,1,,possession,special,
59,,41,,42,,352,,41,2578924,,3427,78,,,,0,,possession,special,
57,,43,,64,,352,,43,2579344,,3427,123,,,,0,,possession,special,
56,,44,,90,,352,,44,2579776,,3427,172,,,,3,,possession,special,
41,,59,,17,,352,,59,2578533,,3428,48,,,,0,,possession,special,
43,,57,,29,,352,,57,2578719,,3428,79,,,,0,,possession,special,
44,,56,,45,1,352,,56,2579005,,3428,101,,,,1,,possession,special,
49,,51,,68,,352,,51,2579474,,3428,186,,,,5,,possession,special,
45,,55,,90,,352,,55,2579880,,3428,227,,,,0,,possession,special,
48,,52,,27,,352,,52,2595306,,3429,55,,,,0,,possession,special,
52,,48,,45,3,352,,48,2595429,,3429,108,,,,0,,possession,special,
53,,47,,65,,352,,47,2595627,,3429,179,,,,0,,possession,special,
54,,46,,87,,352,,46,2595824,,3429,241,,,,0,,possession,special,
53,,47,,23,,352,,47,2592025,,3430,79,,,,0,,possession,special,
48,,52,,45,1,352,,52,2592364,,3430,121,,,,1,,possession,special,
32,,68,,67,,352,,68,2592756,,3430,132,,,,3,,possession,special,
41,,59,,21,,352,,59,2597946,,3431,56,,,,2,,possession,special,
47,,53,,45,1,352,,53,2598023,,3431,147,,,,1,,possession,special,
43,,57,,67,,352,,57,2598090,,3431,143,,,,0,,possession,special,
41,,59,,90,1,352,,59,2598164,,3431,168,,,,1,,possession,special,
33,,67,,17,,352,,67,2596187,,3432,44,,,,1,,possession,special,
52,,48,,43,,352,,48,2596315,,3432,98,,,,0,,possession,special,
48,,52,,65,,352,,52,2596426,,3432,220,,,,1,,possession,special,
47,,53,,90,3,352,,53,2596545,,3432,197,,,,1,,possession,special,
60,,40,,16,,352,,40,2591968,,3433,77,,,,1,,possession,special,
62,,38,,32,,352,,38,2592158,,3433,100,,,,2,,possession,special,
55,,45,,61,,352,,45,2592702,,3433,133,,,,0,,possession,special,
53,,47,,75,,352,,47,2592930,,3433,194,,,,1,,possession,special,
56,,44,,90,5,352,,44,2593199,,3433,205,,,,-1,,possession,special,
53,,47,,24,,352,,47,2593477,,3434,82,,,,0,,possession,special,
59,,41,,44,,352,,41,2593580,,3434,100,,,,2,,possession,special,
50,,50,,67,,352,,50,2593803,,3434,171,,,,0,,possession,special,
50,,50,,90,1,352,,50,2593882,,3434,203,,,,1,,possession,special,
51,,49,,23,,352,,49,2592024,,3435,102,,,,0,,possession,special,
42,,58,,32,,352,,58,2592146,,3435,35,,,,2,,possession,special,
39,,61,,45,1,352,,61,2592366,,3435,97,,,,1,,possession,special,
47,,53,,70,,352,,53,2592798,,3435,164,,,,0,,possession,special,
43,,57,,90,3,352,,57,2593132,,3435,213,,,,0,,possession,special,
63,,37,,22,,352,,37,2592019,,3436,43,,,,1,,possession,special,
57,,43,,44,,352,,43,2592336,,3436,115,,,,3,,possession,special,
60,,40,,66,,352,,40,2592752,,3436,142,,,,4,,possession,special,
56,,44,,89,,352,,44,2593072,,3436,195,,,,3,,possession,special,
32,,68,,17,,352,,68,2591962,,3437,38,,,,2,,possession,special,
30,,70,,42,,352,,70,2592287,,3437,83,,,,0,,possession,special,
39,,61,,62,,352,,61,2592740,,3437,147,,,,0,,possession,special,
42,,58,,82,,352,,58,2593007,,3437,188,,,,0,,possession,special,
47,,53,,20,,352,,53,2591199,,3438,24,,,,5,,possession,special,
51,,49,,45,,352,,49,2591312,,3438,70,,,,0,,possession,special,
44,,56,,70,,352,,56,2591488,,3438,110,,,,0,,possession,special,
49,,51,,90,5,352,,51,2591658,,3438,209,,,,6,,possession,special,
58,,42,,24,,352,,42,2615328,,3439,40,,,,0,,possession,special,
51,,49,,45,,352,,49,2615585,,3439,82,,,,1,,possession,special,
52,,48,,69,,352,,48,2615991,,3439,157,,,,0,,possession,special,
47,,53,,89,,352,,53,2616216,,3439,206,,,,1,,possession,special,
32,,68,,19,,352,,68,2614702,,3440,57,,,,0,,possession,special,
41,,59,,43,,352,,59,2614785,,3440,150,,,,1,,possession,special,
44,,56,,70,,352,,56,2614902,,3440,219,,,,1,,possession,special,
45,,55,,90,,352,,55,2614978,,3440,217,,,,2,,possession,special,
39,,61,,24,,352,,61,2606790,,3441,58,,,,0,,possession,special,
47,,53,,45,2,352,,53,2606909,,3441,89,,,,0,,possession,special,
41,,59,,67,,352,,59,2607068,,3441,133,,,,1,,possession,special,
39,,61,,82,,352,,61,2607139,,3441,158,,,,0,,possession,special,
46,,54,,22,,352,,54,2618145,,3442,56,,,,5,,possession,special,
46,,54,,45,1,352,,54,2618285,,3442,128,,,,3,,possession,special,
49,,51,,68,,352,,51,2618476,,3442,241,,,,1,,possession,special,
51,,49,,90,,352,,49,2618610,,3442,242,,,,2,,possession,special,
62,,38,,23,,352,,38,2618144,,3443,38,,,,0,,possession,special,
45,,55,,45,,352,,55,2618275,,3443,69,,,,0,,possession,special,
51,,49,,66,,352,,49,2618472,,3443,106,,,,2,,possession,special,
42,,58,,90,1,352,,58,2618621,,3443,149,,,,3,,possession,special,
57,,43,,24,,352,,43,2615354,,3444,46,,,,10,,possession,special,
59,,41,,44,,352,,41,2615576,,3444,72,,,,2,,possession,special,
58,,42,,67,,352,,42,2615944,,3444,114,,,,0,,possession,special,
57,,43,,89,,352,,43,2616194,,3444,145,,,,0,,possession,special,
50,,50,,20,,352,,50,2615290,,3445,60,,,,1,,possession,special,
55,,45,,45,1,352,,45,2615588,,3445,154,,,,0,,possession,special,
53,,47,,65,,352,,47,2615934,,3445,183,,,,2,,possession,special,
49,,51,,87,,352,,51,2616192,,3445,155,,,,1,,possession,special,
34,,66,,22,,352,,66,2615317,,3446,49,,,,1,,possession,special,
54,,46,,45,,352,,46,2615624,,3446,111,,,,0,,possession,special,
57,,43,,61,,352,,43,2615882,,3446,148,,,,1,,possession,special,
61,,39,,90,3,352,,39,2616265,,3446,219,,,,0,,possession,special,
70,,30,,23,,352,,30,2615330,,3447,27,,,,1,,possession,special,
40,,60,,45,2,352,,60,2615621,,3447,49,,,,1,,possession,special,
52,,48,,65,,352,,48,2615965,,3447,44,,,,4,,possession,special,
51,,49,,90,2,352,,49,2616272,,3447,120,,,,0,,possession,special,
60,,40,,26,,352,,40,2621531,,3448,9,,,,0,,possession,special,
44,,56,,45,,352,,56,2621587,,3448,112,,,,1,,possession,special,
53,,47,,66,,352,,47,2621682,,3448,200,,,,1,,possession,special,
65,,35,,90,1,352,,35,2621775,,3448,180,,,,0,,possession,special,
43,,57,,20,,352,,57,2634138,,3449,48,,,,2,,possession,special,
52,,48,,44,,352,,48,2634210,,3449,108,,,,0,,possession,special,
56,,44,,64,,352,,44,2634293,,3449,177,,,,2,,possession,special,
54,,46,,90,,352,,46,2634360,,3449,234,,,,0,,possession,special,
44,,56,,23,,352,,56,2629246,,3450,43,,,,0,,possession,special,
40,,60,,45,,352,,60,2629616,,3450,92,,,,0,,possession,special,
43,,57,,73,,352,,57,2630200,,3450,140,,,,0,,possession,special,
47,,53,,90,,352,,53,2630478,,3450,165,,,,0,,possession,special,
39,,61,,12,,352,,61,2629096,,3451,36,,,,0,,possession,special,
43,,57,,37,,352,,57,2629491,,3451,103,,,,0,,possession,special,
44,,56,,18,,352,,56,2629177,,3452,104,,,,0,,possession,special,
41,,59,,41,,352,,59,2629557,,3452,142,,,,0,,possession,special,
47,,53,,65,,352,,53,2630128,,3452,189,,,,0,,possession,special,
45,,55,,89,,352,,55,2630523,,3452,139,,,,0,,possession,special,
40,,60,,23,,352,,60,2629261,,3453,50,,,,0,,possession,special,
37,,63,,45,,352,,63,2629708,,3453,120,,,,0,,possession,special,
38,,62,,61,,352,,62,2630096,,3453,174,,,,1,,possession,special,
40,,60,,81,,352,,60,2630415,,3453,217,,,,0,,possession,special,
41,,59,,90,6,352,,59,2630618,,3453,252,,,,1,,possession,special,
,,53,1,27,,352,,,2629288,,3454,98,,,,0,,possession,special,
77,,23,,28,,352,,23,2629350,,3454,116,,,,1,,possession,special,
49,,51,,44,,352,,51,2629609,,3454,91,,,,0,,possession,special,
29,,71,,62,,352,,71,2630099,,3454,101,,,,1,,possession,special,
51,,49,,90,,352,,49,2630556,,3454,170,,,,0,,possession,special,
52,,48,,23,,352,,48,2629233,,3455,17,,,,0,,possession,special,
50,,50,,44,,352,,50,2629589,,3455,60,,,,0,,possession,special,
52,,48,,67,,352,,48,2630118,,3455,156,,,,0,,possession,special,
51,,49,,89,,352,,49,2630476,,3455,144,,,,2,,possession,special,
39,,61,,23,,352,,61,2629254,,3456,39,,,,0,,possession,special,
51,,49,,43,,352,,49,2629578,,3456,70,,,,1,,possession,special,
48,,52,,64,,352,,52,2630057,,3456,131,,,,0,,possession,special,
48,,52,,90,,352,,52,2630554,,3456,101,,,,0,,possession,special,
66,,34,,20,,352,,34,2632434,,3457,44,,,,0,,possession,special,
47,,53,,41,,352,,53,2632535,,3457,93,,,,1,,possession,special,
46,,54,,65,,352,,54,2632704,,3457,150,,,,1,,possession,special,
48,,52,,90,,352,,52,2632885,,3457,227,,,,0,,possession,special,
53,,47,,24,,352,,47,2630897,,3458,59,,,,0,,possession,special,
41,,59,,45,2,352,,59,2630985,,3458,103,,,,1,,possession,special,
50,,50,,69,,352,,50,2631126,,3458,157,,,,0,,possession,special,
54,,46,,23,,352,,46,2704661,,3459,56,,,,0,,possession,special,
50,,50,,43,,352,,50,2704716,,3459,70,,,,3,,possession,special,
49,,51,,68,,352,,51,2704845,,3459,115,,,,0,,possession,special,
45,,55,,87,,352,,55,2704928,,3459,158,,,,4,,possession,special,
50,,50,,61,,352,,50,2707264,,3460,76,,,,1,,possession,special,
47,,53,,87,,352,,53,2707445,,3460,144,,,,0,,possession,special,
65,,35,,23,,352,,35,2644084,,3461,21,,,,0,,possession,special,
53,,47,,45,,352,,47,2644245,,3461,117,,,,3,,possession,special,
60,,40,,68,,352,,40,2644463,,3461,134,,,,3,,possession,special,
59,,41,,90,1,352,,41,2644657,,3461,191,,,,3,,possession,special,
47,,53,,22,,352,,53,2706723,,3462,38,,,,1,,possession,special,
42,,58,,45,1,352,,58,2706912,,3462,97,,,,3,,possession,special,
56,,44,,68,,352,,44,2707211,,3462,151,,,,3,,possession,special,
50,,50,,90,1,352,,50,2707399,,3462,195,,,,2,,possession,special,
45,,55,,23,,352,,55,2643842,,3463,45,,,,0,,possession,special,
38,,62,,44,,352,,62,2643916,,3463,92,,,,1,,possession,special,
41,,59,,66,,352,,59,2644125,,3463,123,,,,0,,possession,special,
43,,57,,89,,352,,57,2644248,,3463,179,,,,0,,possession,special,
60,,40,,21,,352,,40,2640751,,3464,46,,,,1,,possession,special,
54,,46,,45,,352,,46,2641041,,3464,134,,,,0,,possession,special,
48,,52,,68,,352,,52,2641348,,3464,189,,,,1,,possession,special,
57,,43,,87,,352,,43,2641575,,3464,229,,,,2,,possession,special,
54,,46,,90,,352,,46,2641665,,3464,243,,,,1,,possession,special,
54,,46,,24,,352,,46,2640782,,3465,61,,,,0,,possession,special,
53,,47,,45,,352,,47,2641023,,3465,111,,,,1,,possession,special,
50,,50,,69,,352,,50,2641342,,3465,152,,,,0,,possession,special,
55,,45,,90,5,352,,45,2641664,,3465,201,,,,1,,possession,special,
65,,35,,21,,352,,35,2640748,,3466,46,,,,0,,possession,special,
53,,47,,41,,352,,47,2640966,,3466,81,,,,2,,possession,special,
55,,45,,90,2,352,,45,2641628,,3466,220,,,,3,,possession,special,
51,,49,,23,,352,,49,2640770,,3467,54,,,,1,,possession,special,
52,,48,,40,,352,,48,2640976,,3467,88,,,,11,,possession,special,
53,,47,,63,,352,,47,2641260,,3467,125,,,,0,,possession,special,
55,,45,,86,,352,,45,2641555,,3467,187,,,,3,,possession,special,
49,,51,,24,,352,,51,2706734,,3468,61,,,,0,,possession,special,
53,,47,,45,,352,,47,2706896,,3468,114,,,,1,,possession,special,
52,,48,,65,,352,,48,2707185,,3468,184,,,,1,,possession,special,
57,,43,,90,3,352,,43,2707426,,3468,258,,,,2,,possession,special,
31,,69,,16,,352,,69,2301349,,3469,40,,,,0,,possession,special,
49,,51,,26,,352,,51,2301377,,3469,67,,,,0,,possession,special,
44,,56,,45,,352,,56,2301446,,3469,141,,,,0,,possession,special,
46,,54,,65,,352,,54,2301545,,3469,172,,,,2,,possession,special,
40,,60,,90,2,352,,60,2301634,,3469,215,,,,0,,possession,special,
52,,48,,26,,352,,48,2322923,,3470,31,,,,0,,possession,special,
56,,44,,45,,352,,44,2323029,,3470,111,,,,1,,possession,special,
54,,46,,70,,352,,46,2323228,,3470,150,,,,1,,possession,special,
46,,54,,87,,352,,54,2323309,,3470,201,,,,2,,possession,special,
39,,61,,14,,352,,61,2320163,,3471,25,,,,1,,possession,special,
30,,70,,19,,352,,70,2320183,,3471,46,,,,1,,possession,special,
39,,61,,27,,352,,61,2320210,,3471,51,,,,0,,possession,special,
40,,60,,37,,352,,60,2320237,,3471,86,,,,0,,possession,special,
44,,56,,64,,352,,56,2320380,,3471,106,,,,1,,possession,special,
46,,54,,80,,352,,54,2320451,,3471,122,,,,1,,possession,special,
47,,53,,90,1,352,,53,2320529,,3471,142,,,,1,,possession,special,
47,,53,,28,,352,,53,2323714,,3472,55,,,,2,,possession,special,
42,,58,,45,,352,,58,2323851,,3472,94,,,,2,,possession,special,
46,,54,,69,,352,,54,2324133,,3472,140,,,,0,,possession,special,
63,,37,,15,,352,,37,2323600,,3473,30,,,,1,,possession,special,
51,,49,,26,,352,,49,2323715,,3473,45,,,,1,,possession,special,
54,,46,,35,,352,,46,2323785,,3473,50,,,,0,,possession,special,
58,,42,,49,,352,,42,2323934,,3473,82,,,,0,,possession,special,
54,,46,,62,,352,,46,2324048,,3473,131,,,,0,,possession,special,
57,,43,,71,,352,,43,2324139,,3473,167,,,,3,,possession,special,
57,,43,,85,,352,,43,2324288,,3473,171,,,,3,,possession,special,
40,,60,,24,,352,,60,2319119,,3474,47,,,,1,,possession,special,
39,,61,,44,,352,,61,2319290,,3474,61,,,,3,,possession,special,
43,,57,,66,,352,,57,2319662,,3474,135,,,,0,,possession,special,
41,,59,,90,5,352,,59,2319994,,3474,169,,,,1,,possession,special,
44,,56,,17,,352,,56,2319076,,3475,33,,,,1,,possession,special,
46,,54,,27,,352,,54,2319159,,3475,50,,,,0,,possession,special,
43,,57,,32,,352,,57,2319198,,3475,54,,,,1,,possession,special,
47,,53,,45,1,352,,53,2319314,,3475,80,,,,1,,possession,special,
44,,56,,55,,352,,56,2319472,,3475,97,,,,1,,possession,special,
39,,61,,67,,352,,61,2319624,,3475,112,,,,1,,possession,special,
42,,58,,75,,352,,58,2319730,,3475,124,,,,2,,possession,special,
50,,50,,24,,352,,50,2319124,,3476,43,,,,0,,possession,special,
46,,54,,69,,352,,54,2319681,,3476,146,,,,2,,possession,special,
39,,61,,89,,352,,61,2319911,,3476,186,,,,1,,possession,special,
37,,63,,90,6,352,,63,2319968,,3476,205,,,,1,,possession,special,
40,,60,,22,,352,,60,2318778,,3477,59,,,,1,,possession,special,
44,,56,,69,,352,,56,2318866,,3477,140,,,,2,,possession,special,
50,,50,,90,,352,,50,2318918,,3477,182,,,,3,,possession,special,
41,,59,,23,,352,,59,2319115,,3478,59,,,,1,,possession,special,
37,,63,,45,1,352,,63,2319313,,3478,73,,,,1,,possession,special,
33,,67,,68,,352,,67,2319649,,3478,104,,,,1,,possession,special,
39,,61,,90,,352,,61,2319967,,3478,150,,,,0,,possession,special,
39,,61,,22,,352,,61,2651604,,3479,52,,,,3,,possession,special,
47,,53,,45,3,352,,53,2651839,,3479,116,,,,2,,possession,special,
41,,59,,70,,352,,59,2652132,,3479,174,,,,0,,possession,special,
41,,59,,90,6,352,,59,2652378,,3479,247,,,,0,,possession,special,
33,,67,,45,,352,,67,2654420,,3480,120,,,,3,,possession,special,
43,,57,,67,,352,,57,2654640,,3480,148,,,,0,,possession,special,
52,,48,,90,1,352,,48,2654831,,3480,190,,,,1,,possession,special,
42,,58,,45,1,352,,58,2651251,,3481,75,,,,1,,possession,special,
46,,54,,25,,352,,54,2651252,,3481,72,,,,2,,possession,special,
44,,56,,72,,352,,56,2651331,,3481,145,,,,2,,possession,special,
45,,55,,90,1,352,,55,2651387,,3481,195,,,,3,,possession,special,
39,,61,,24,,352,,61,2652555,,3482,103,,,,0,,possession,special,
42,,58,,41,,352,,58,2652601,,3482,143,,,,1,,possession,special,
41,,59,,45,,352,,59,2652629,,3482,206,,,,0,,possession,special,
47,,53,,71,,352,,53,2652804,,3482,184,,,,1,,possession,special,
42,,58,,90,4,352,,58,2652898,,3482,220,,,,3,,possession,special,
33,,67,,28,,352,,67,2651650,,3483,18,,,,1,,possession,special,
50,,50,,45,2,352,,50,2651821,,3483,157,,,,0,,possession,special,
50,,50,,71,,352,,50,2652183,,3483,196,,,,0,,possession,special,
44,,56,,90,1,352,,56,2652331,,3483,197,,,,4,,possession,special,
58,,42,,14,,352,,42,2651523,,3484,37,,,,0,,possession,special,
42,,58,,41,,352,,58,2651765,,3484,90,,,,2,,possession,special,
41,,59,,56,,352,,59,2651991,,3484,140,,,,0,,possession,special,
44,,56,,87,,352,,56,2652308,,3484,186,,,,2,,possession,special,
46,,54,,21,,352,,54,2653289,,3485,56,,,,1,,possession,special,
51,,49,,44,,352,,49,2653402,,3485,112,,,,1,,possession,special,
44,,56,,75,,352,,56,2653712,,3485,186,,,,1,,possession,special,
50,,50,,90,,352,,50,2653822,,3485,220,,,,0,,possession,special,
32,,68,,16,,352,,68,2651539,,3486,35,,,,1,,possession,special,
54,,46,,44,,352,,46,2651815,,3486,66,,,,1,,possession,special,
52,,48,,65,,352,,48,2652071,,3486,149,,,,1,,possession,special,
54,,46,,90,,352,,46,2652328,,3486,165,,,,0,,possession,special,
42,,58,,22,,352,,58,2653835,,3487,17,,,,0,,possession,special,
44,,56,,45,,352,,56,2653939,,3487,84,,,,1,,possession,special,
45,,55,,68,,352,,55,2654253,,3487,157,,,,0,,possession,special,
42,,58,,88,,352,,58,2654431,,3487,151,,,,0,,possession,special,
50,,50,,24,,352,,50,2654237,,3488,38,,,,0,,possession,special,
50,,50,,44,,352,,50,2654413,,3488,100,,,,2,,possession,special,
52,,48,,73,,352,,48,2654719,,3488,165,,,,0,,possession,special,
48,,52,,90,4,352,,52,2654886,,3488,215,,,,1,,possession,special,
43,,57,,21,,352,,57,2669265,,3489,61,,,,3,,possession,special,
41,,59,,43,,352,,59,2669625,,3489,130,,,,1,,possession,special,
34,,66,,56,,352,,66,2669935,,3489,118,,,,0,,possession,special,
31,,69,,90,2,352,,69,2670520,,3489,212,,,,1,,possession,special,
59,,41,,24,,352,,41,2671689,,3490,89,,,,2,,possession,special,
53,,47,,45,1,352,,47,2671815,,3490,143,,,,1,,possession,special,
58,,42,,72,,352,,42,2672012,,3490,208,,,,0,,possession,special,
55,,45,,90,2,352,,45,2672127,,3490,215,,,,2,,possession,special,
46,,54,,22,,352,,54,2670816,,3491,56,,,,2,,possession,special,
41,,59,,43,,352,,59,2670910,,3491,97,,,,0,,possession,special,
47,,53,,68,,352,,53,2671124,,3491,123,,,,1,,possession,special,
46,,54,,90,4,352,,54,2671242,,3491,235,,,,2,,possession,special,
36,,64,,23,,352,,64,2675331,,3492,42,,,,0,,possession,special,
45,,55,,65,,352,,55,2675548,,3492,120,,,,2,,possession,special,
43,,57,,90,2,352,,57,2675661,,3492,187,,,,1,,possession,special,
40,,60,,22,,352,,60,2669268,,3493,45,,,,1,,possession,special,
41,,59,,45,2,352,,59,2669694,,3493,113,,,,1,,possession,special,
39,,61,,65,,352,,61,2670107,,3493,206,,,,2,,possession,special,
36,,64,,90,,352,,64,2670488,,3493,186,,,,2,,possession,special,
50,,50,,22,,352,,50,2669302,,3494,71,,,,1,,possession,special,
40,,60,,44,,352,,60,2669628,,3494,99,,,,0,,possession,special,
